sequencial;latitude;longitude;uf;cnl;facilidade;id_facilidade;provedor;id_provedor;entrega;abordado;custo_de_acesso_proprio;instalacao_terceiros;mensalidade_terceiros;tipo_terceiros;id_da_sev;prazo;bb_ip;hp_bsod;codigo_spe;sinalizacao_sip;protocolo_gaia;obs;justificativa;ID Justificativa;status;tecnologia
8709469;-23,5094991;-47,3610706;SP;SOC;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635161;;;;;;11853789;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SOC PH/FABRICANTE ZTE CONCENTRADOR OLT SOCJBVAAOLT01;;;1;GPON RES RESID PV
8709477;-22,8413847;-43,256929;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635162;;;;;;11853790;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8709480;-29,16782;-51,184981;RS;CSL;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;PAE BV;NAO;10559;;;;1635165;;;;;;11853792;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CSL NET/FABRICANTE HUAWEI CONCENTRADOR OLT CSLCENACOLT01;;;1;GPON RES RESID PV
8709481;-20,7332216;-46,5738507;MG;PSO;TERCEIROS ETH;26;IG NETWORKS;146;BHE ES;NAO;;6000;4120;3;1635166;;;;;;11853793;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BHE ES;FORA DE REDE;1;1;TERCEIROS ETH
8709483;-20,7332216;-46,5738507;MG;PSO;TERCEIROS ETH;26;IG NETWORKS;146;BHE ES;NAO;;6000;6901;3;1635167;;;;;;11853794;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BHE ES;FORA DE REDE;1;1;TERCEIROS ETH
8709486;-23,4973832;-46,666073;SP;SPO;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635168;;111334;;;;11853795;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO IG/NUVEM SMCVEF5 - NUVEM PRE VIAVEL SITE SMCVEF5;;;1;FO EDD PV
8709488;-22,4427992;-47,5713532;SP;RCO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;990;694,28;3;1635169;;;;;;11853796;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709493;-23,5300049;-47,1458461;SP;SRE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;2150;1344,995;3;1635170;;;;;;11853797;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709497;-3,7645382;-38,494983;CE;FLA;FO GPON ETH;8;CLARO BRASIL;8;FLA PV;NAO;9837;;;;1635173;;111335;;;;11853798;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA FLA AWS/FLA AWS_GPON;;;1;GPON FIXA
8709502;-23,5300049;-47,1458461;SP;SRE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;919,465;451,5;3;1635175;;;;;;11853799;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709503;-23,5300049;-47,1458461;SP;SRE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;919,465;451,5;3;1635176;;;;;;11853800;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709505;-23,5300049;-47,1458461;SP;SRE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;2150;1344,995;3;1635177;;;;;;11853801;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709506;-23,5300049;-47,1458461;SP;SRE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;2150;1344,995;3;1635178;;;;;;11853802;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709510;-9,51189203;-35,7931828;AL;RGO;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;MCO MS;NAO;9797;;;;1635181;;111336;;;;11853808;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RGO AEP/NUVEM ALCLII1 - NUVEM DIRETO CLARO SITE ALCLII1;;;1;FO EDD DC
8709513;-23,129816;-45,738467;SP;CPV;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;6000;4120;3;1635182;;;;;;11853809;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709517;-23,5795762;-46,682221;SP;SPO;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635185;;111337;;;;11853810;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO IG/NUVEM SMPIN46 - NUVEM PRE VIAVEL SITE SMPIN46;;;1;FO EDD PV
8709523;-16,7417552;-49,2769342;GO;ACG;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;GNA RD;NAO;9797;;;;1635190;;111338;;;;11853813;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA GNA RD/NUVEM GOGNA1M - NUVEM DIRETO CLARO SITE GOGNA1M;;;1;FO EDD DC
8709527;-16,6757;-49,26509;GO;GNA;FO GPON RESID ETH;34;CLARO BRASIL;8;GNA RD;NAO;1328;;;;1635192;;;;;;11853815;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA GNA GC/FABRICANTE ZTE CONCENTRADOR OLT GOICENAAOLT01;;;1;GPON RES RESID
8709528;-22,8953817;-47,0557585;SP;CAS;FO EDD ETH;7;CLARO BRASIL;8;CAS BC;NAO;12042;;;;1635193;;111339;;;;11853816;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CAS VP/CAS VP_NUVEM ANEL VESPER CAS;;;1;FO EDD FIXA
8709533;-20,45996;-54,60907;MS;CPE;FO EDD ETH;7;CLARO BRASIL;8;CPE CM;NAO;12042;;;;1635196;;111340;;;;11853817;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CPE CM/NUVEM CPE CM SITE MSCPE1S;;;1;FO EDD MOVEL
8709608;-26,99231;-48,66237;SC;CBW;FO SDH;12;CLARO BRASIL;8;BNU AB;NAO;14536;;;;1635264;;111341;;;;11853830;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BCU BC/BCU BC_BCU BC_17_BCU;;;1;SDH
8709615;-1,45703839;-48,4554264;PA;BLM;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;BLM QB;NAO;9797;;;;1635266;;111342;;;;11853832;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BLM QB/NUVEM PABLM17 - NUVEM PRE VIAVEL SITE PABLM17;;;1;FO EDD PV
8709624;-19,0138986;-57,6636083;MS;CMA;TERCEIROS ETH;26;IG NETWORKS;146;CPE CM;NAO;;6000;7859;3;1635273;;;;;;11853838;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA CPE CM;FORA DE REDE;1;1;TERCEIROS ETH
8709626;-20,4421506;-54,6180342;MS;CPE;FO EDD ETH;7;CLARO BRASIL;8;CPE CM;NAO;12042;;;;1635274;;111343;;;;11853839;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CPE CM/CPE CM;;;1;FO EDD FIXA
8709629;-19,9828905;-43,945606;MG;NLA;FO GPON RESID ETH;34;CLARO BRASIL;8;BHE ES;NAO;1328;;;;1635277;;;;;;11853842;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BHE GM/FABRICANTE HUAWEI CONCENTRADOR OLT BHZBELABOLT01;;;1;GPON RES RESID
8709632;-3,25336207;-52,2491078;PA;ATM;TERCEIROS ETH;26;IG NETWORKS;146;BLM QB;NAO;;6000;7859;3;1635280;;;;;;11853845;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BLM QB;FORA DE REDE;1;1;TERCEIROS ETH
8709633;-19,9828905;-43,945606;MG;NLA;TERCEIROS ETH;26;IG NETWORKS;146;BHE ES;NAO;;12000;12018;3;1635281;;111344;;;;11853846;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BHE ES;FORA DE REDE;1;1;TERCEIROS ETH
8709634;-18,889246;-48,2307609;MG;ULA;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;12042;10404,47867;528,5838385;;1635282;;;;;;11853847;FECHAMENTO NFV FASE 1;;;1;TERCEIROS ETH
8709636;-21,0064122;-47,6614181;SP;BRQ;TERCEIROS ETH;26;ALGAR TELECOM;9;SPO IG;NAO;;2000;13471;3;1635284;;111345;;;;11853849;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709637;-2,42464727;-54,7861789;PA;SRM;TERCEIROS ETH;26;IG NETWORKS;146;BLM QB;NAO;;6000;9615;3;1635285;;;;;;11853850;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BLM QB;FORA DE REDE;1;1;TERCEIROS ETH
8709639;-5,37153699;-49,1369433;PA;MBA;TERCEIROS ETH;26;IG NETWORKS;146;BLM QB;NAO;;6000;7859;3;1635287;;;;;;11853852;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BLM QB;FORA DE REDE;1;1;TERCEIROS ETH
8709644;-16,7047372;-43,8200076;MG;MCL;TERCEIROS ETH;26;IG NETWORKS;146;BHE ES;NAO;;6000;7859;3;1635289;;;;;;11853854;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BHE ES;FORA DE REDE;1;1;TERCEIROS ETH
8709650;-6,11419198;-50,0010794;PA;PUP;TERCEIROS ETH;26;IG NETWORKS;146;BLM QB;NAO;;6000;7859;3;1635292;;;;;;11853856;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA BLM QB;FORA DE REDE;1;1;TERCEIROS ETH
8709655;-20,5589919;-47,4096091;SP;FAC;TERCEIROS ETH;26;BRFIBRA;127;SPO IG;NAO;;1000;1266,27;3;1635295;;111346;;;;11853859;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709657;-20,469685;-54,6209875;MS;CPE;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;CPE CM;NAO;9797;;;;1635297;;111347;;;;11853861;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA MSCPE62/NUVEM MSCPE62 - NUVEM DIRETO CLARO SITE MSCPE62;;;1;FO EDD DC
8709662;-22,9998031;-43,337415;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635298;;;;;;11853862;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOBTJAYOLT01;;;1;GPON RES RESID PV
8709667;-22,862765;-47,21388;SP;HORT;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635301;;111348;;;;11853865;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HORT0OG/NUVEM SIHOR01 - NUVEM DIRETO CLARO SITE SIHOR01;;;1;FO EDD DC
8709668;-22,4083839;-48,5640709;SP;JAU;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;8500;11354;3;1635302;;111349;;;;11853872;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709672;-25,41876;-49,188766;PR;PNIS;FO SDH;12;CLARO BRASIL;8;CTA MR;NAO;14536;;;;1635304;;111350;;;;11853874;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PNISSM/PNIS SM_PNIS SM_03_PNIS;;;1;SDH
8709725;-25,4628571;-49,2996297;PR;CTA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;CTA MR;NAO;10559;;;;1635338;;;;;;11853895;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CTA NJ/FABRICANTE ZTE CONCENTRADOR OLT CTBCSF23OLT01;;;1;GPON RES RESID PV
8709728;-23,2226563;-47,0317255;SP;ITV;TERCEIROS ETH;26;IG NETWORKS;146;CAS BC;NAO;;3500;3166;3;1635340;;;;;;11853897;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA CAS BC;FORA DE REDE;1;1;TERCEIROS ETH
8709812;-31,3875387;-54,1130411;RS;BGE;TERCEIROS ETH;26;IG NETWORKS;146;PAE BV;NAO;;6000;11731;3;1635403;;;;;;11853904;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA PAE BV;FORA DE REDE;1;1;TERCEIROS ETH
8709822;-20,5050629;-54,5221379;MS;CPE;TERCEIROS ETH;26;IG NETWORKS;146;CPE CM;NAO;;6000;2090;3;1635408;;;;;;11853908;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA CPE CM;FORA DE REDE;1;1;TERCEIROS ETH
8709823;-20,5050629;-54,5221379;MS;CPE;TERCEIROS ETH;26;IG NETWORKS;146;CPE CM;NAO;;6000;2090;3;1635409;;;;;;11853909;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA CPE CM;FORA DE REDE;1;1;TERCEIROS ETH
8709824;-16,7078385;-49,3067748;GO;GNA;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;GNA RD;NAO;9797;;;;1635410;;111351;;;;11853910;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA GNA A59/NUVEM GOGNA56 - NUVEM DIRETO CLARO SITE GOGNA56;;;1;FO EDD DC
8709825;-16,7078385;-49,3067748;GO;GNA;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;GNA RD;NAO;9797;;;;1635411;;111352;;;;11853911;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA GNA A59/NUVEM GOGNA56 - NUVEM DIRETO CLARO SITE GOGNA56;;;1;FO EDD DC
8709828;-3,12785847;-60,0152457;AM;MNS;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;MNS EM;NAO;9797;;;;1635413;;111353;;;;11853912;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA MNS EM/NUVEM AMMNSJ2 - NUVEM DIRETO CLARO SITE AMMNSJ2;;;1;FO EDD DC
8709831;-3,11322051;-60,0241739;AM;MNS;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;MNS EM;NAO;10559;;;;1635414;;;;;;11853913;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA MNS HZ/FABRICANTE ZTE CONCENTRADOR OLT MNSPVGAAOLT01;;;1;GPON RES RESID PV
8709839;-15,5833288;-56,1119539;MT;CBA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;CBA MC;NAO;10559;;;;1635419;;;;;;11853914;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CBA MC/FABRICANTE ZTE CONCENTRADOR OLT CBACBAAEOLT01;;;1;GPON RES RESID PV
8709842;-22,70522;-47,64747;SP;PAA;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;8500;15343;3;1635422;;111354;;;;11853916;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709845;-16,70452;-49,298925;GO;GNA;FOETHERNET;16;CLARO BRASIL;8;PMJ SO;NAO;12042;;;;1635424;;111355;;;;11853918;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HE_GOIANIA/SUD02;;;1;FO EDD NET
8709848;-16,7078385;-49,3067748;GO;GNA;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;GNA RD;NAO;9797;;;;1635427;;111356;;;;11853919;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA GNA A59/NUVEM GOGNA56 - NUVEM DIRETO CLARO SITE GOGNA56;;;1;FO EDD DC
